LANStream starting on http://0.0.0.0:8090  (local: http://localhost:8090)
INFO:     127.0.0.1:54290 - "GET /api/disk-usage HTTP/1.1" 200 OK
INFO:     127.0.0.1:50837 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:50833 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50839 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:50346 - "GET /api/disk-usage HTTP/1.1" 200 OK
INFO:     127.0.0.1:61341 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:61345 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:61343 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60885 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:60884 - "GET /api/health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60883 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60887 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:63504 - "GET /api/health HTTP/1.1" 200 OK
INFO:     127.0.0.1:61694 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:54442 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:54441 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:50067 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50070 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55828 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:55829 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:55831 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:61614 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:64344 - "GET /api/watchlist/movies/4/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:55780 - "GET /api/watchlist/movies/4/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:49871 - "POST /api/watchlist/movies/4 HTTP/1.1" 204 No Content
INFO:     127.0.0.1:61217 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:61220 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:61221 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:57781 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:61002 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:65287 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:65305 - "DELETE /api/watchlist/movies/4 HTTP/1.1" 204 No Content
INFO:     127.0.0.1:65307 - "GET /api/watchlist HTTP/1.1" 200 OK
INFO:     127.0.0.1:60753 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56919 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64408 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55615 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:65254 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60856 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55379 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64554 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55684 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:54001 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:49888 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55928 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50727 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:65277 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:49982 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60122 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:53168 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56510 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60449 - "GET /api/media/TV%20Shows/Counterpart/poster.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:60447 - "GET /api/media/TV%20Shows/From/poster.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:62102 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:59427 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:53305 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:53307 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:53308 - "GET /api/shows HTTP/1.1" 200 OK
